CourseID	Certification Year	Name	Dist	Units	City	State	Measurer	Full state	City,State	Latitude	Longitude	Color	Certificate URL	Steet map	Driving directions	Date added	Replaces
SK-2011-099-BDC	2011	Spadina Crescent 302.339m Calibration Course	302.339	m	Saskatoon	SK		Saskatchewan	Saskatoon,Saskatchewan	52.1318020	-106.6607670	PURPLE	<a href='https://www.acroad.ca/certificates/2011/SK-2011-099-BDC.pdf' target='_blank'>SK-2011-099-BDC</a>	<a href='https://www.google.com/maps/place/52.1318020,-106.6607670' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=52.1318020,-106.6607670&travelmode=driving' target='_blank'>Driving directions to course</a>		
SK-2011-097-BDC	2011	Spadina Crescent East & Whiteswan Drive Calibration Course	500	m	Saskatoon	SK		Saskatchewan	Saskatoon,Saskatchewan	52.1318020	-106.6607670	PURPLE	<a href='https://www.acroad.ca/certificates/2011/SK-2011-097-BDC.pdf' target='_blank'>SK-2011-097-BDC</a>	<a href='https://www.google.com/maps/place/52.1318020,-106.6607670' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=52.1318020,-106.6607670&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2011-075-BDC	2011	Sutherland St. E. 300m Calibration Course	300	m	Caledonia	ON		Ontario	Caledonia,Ontario	43.6923229	-79.4653403	PURPLE	<a href='https://www.acroad.ca/certificates/2011/ON-2011-075-BDC.pdf' target='_blank'>ON-2011-075-BDC</a>	<a href='https://www.google.com/maps/place/43.6923229,-79.4653403' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.6923229,-79.4653403&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2010-093-BDC	2010	117th Street NW 300m Calibration Course	300	m	Edmonton	AB		Alberta	Edmonton,Alberta	53.5462055	-113.4912410	PURPLE	<a href='https://www.acroad.ca/certificates/2010/AB-2010-093-BDC.pdf' target='_blank'>AB-2010-093-BDC</a>	<a href='https://www.google.com/maps/place/53.5462055,-113.4912410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=53.5462055,-113.4912410&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2010-030-BDC	2010	59th Street 300m Calibration Course	300	m	Red Deer	AB		Alberta	Red Deer,Alberta	52.2690628	-113.8141464	PURPLE	<a href='https://www.acroad.ca/certificates/2010/AB-2010-030-BDC.pdf' target='_blank'>AB-2010-030-BDC</a>	<a href='https://www.google.com/maps/place/52.2690628,-113.8141464' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=52.2690628,-113.8141464&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2010-057-BDC	2010	Ave Bourdon 300m Calibration Course	300	m	Chateauguay	QC		Quebec	Chateauguay,Quebec	45.3602416	-73.7493640	PURPLE	<a href='https://www.acroad.ca/certificates/2010/QC-2010-057-BDC.pdf' target='_blank'>QC-2010-057-BDC</a>	<a href='https://www.google.com/maps/place/45.3602416,-73.7493640' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.3602416,-73.7493640&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2010-049-BDC	2010	Barbara St. 300m Calibration Course	300	m	Neustadt	ON		Ontario	Neustadt,Ontario	44.0778278	-81.0006627	PURPLE	<a href='https://www.acroad.ca/certificates/2010/ON-2010-049-BDC.pdf' target='_blank'>ON-2010-049-BDC</a>	<a href='https://www.google.com/maps/place/44.0778278,-81.0006627' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=44.0778278,-81.0006627&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2010-012-BDC	2010	Chelsey Road 300m Calibration Course	300	m	Kilbride	ON		Ontario	Kilbride,Ontario	43.4245024	-79.9386937	PURPLE	<a href='https://www.acroad.ca/certificates/2010/ON-2010-012-BDC.pdf' target='_blank'>ON-2010-012-BDC</a>	<a href='https://www.google.com/maps/place/43.4245024,-79.9386937' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.4245024,-79.9386937&travelmode=driving' target='_blank'>Driving directions to course</a>		
NS-2010-099-BDC	2010	Collins Road 300m Calibration Course	300	m	Port Williams	NS		Nova Scotia	Port Williams,Nova Scotia	45.0979991	-64.4100054	PURPLE	<a href='https://www.acroad.ca/certificates/2010/NS-2010-099-BDC.pdf' target='_blank'>NS-2010-099-BDC</a>	<a href='https://www.google.com/maps/place/45.0979991,-64.4100054' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.0979991,-64.4100054&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2010-110-BDC	2010	Eldon Street 300m Calibration Course	300	m	Goderich	ON		Ontario	Goderich,Ontario	43.7430924	-81.7110949	PURPLE	<a href='https://www.acroad.ca/certificates/2010/ON-2010-110-BDC.pdf' target='_blank'>ON-2010-110-BDC</a>	<a href='https://www.google.com/maps/place/43.7430924,-81.7110949' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.7430924,-81.7110949&travelmode=driving' target='_blank'>Driving directions to course</a>		
DOM-2010-103-BDC	2010	Elmira 300m Calibration Course	300	m	Punta Cana, Dominican Republic				Punta Cana, Dominican Republic	18.5565510	-68.3691611	PURPLE	<a href='https://www.acroad.ca/certificates/2010/DOM-2010-103-BDC.pdf' target='_blank'>DOM-2010-103-BDC</a>	<a href='https://www.google.com/maps/place/18.5565510,-68.3691611' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=18.5565510,-68.3691611&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2010-113-BDC	2010	Galdwin Rd 300m Calibration Course	300	m	Abbotsford	BC		British Columbia	Abbotsford,British Columbia	49.0521162	-122.3294790	PURPLE	<a href='https://www.acroad.ca/certificates/2010/BC-2010-113-BDC.pdf' target='_blank'>BC-2010-113-BDC</a>	<a href='https://www.google.com/maps/place/49.0521162,-122.3294790' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.0521162,-122.3294790&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2010-039-BDC	2010	Gordon Street 300m Calibration Course	300	m	Whitby	ON		Ontario	Whitby,Ontario	43.8798200	-78.9421751	PURPLE	<a href='https://www.acroad.ca/certificates/2010/ON-2010-039-BDC.pdf' target='_blank'>ON-2010-039-BDC</a>	<a href='https://www.google.com/maps/place/43.8798200,-78.9421751' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.8798200,-78.9421751&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2010-079-BDC	2010	Hillside Beach Road 300m Calibration Course	300	m	Hillside Beach	MB		Manitoba	Hillside Beach,Manitoba	50.6688625	-96.5617170	PURPLE	<a href='https://www.acroad.ca/certificates/2010/MB-2010-079-BDC.pdf' target='_blank'>MB-2010-079-BDC</a>	<a href='https://www.google.com/maps/place/50.6688625,-96.5617170' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=50.6688625,-96.5617170&travelmode=driving' target='_blank'>Driving directions to course</a>		
NS-2010-069-BDC	2010	Hwy #3 300m Calibration Course	300	m	Barrington	NS		Nova Scotia	Barrington,Nova Scotia	43.5645545	-65.5641098	PURPLE	<a href='https://www.acroad.ca/certificates/2010/NS-2010-069-BDC.pdf' target='_blank'>NS-2010-069-BDC</a>	<a href='https://www.google.com/maps/place/43.5645545,-65.5641098' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.5645545,-65.5641098&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2010-071-BDC	2010	Kennedy Street sidewalk 300m Calibration Course	300.024	m	Winnipeg	MB		Manitoba	Winnipeg,Manitoba	49.8955367	-97.1384584	PURPLE	<a href='https://www.acroad.ca/certificates/2010/MB-2010-071-BDC.pdf' target='_blank'>MB-2010-071-BDC</a>	<a href='https://www.google.com/maps/place/49.8955367,-97.1384584' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.8955367,-97.1384584&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2010-066-BDC	2010	Northlands Park 300m Calibration Course	300	m	Edmonton	AB		Alberta	Edmonton,Alberta	53.5462055	-113.4912410	PURPLE	<a href='https://www.acroad.ca/certificates/2010/AB-2010-066-BDC.pdf' target='_blank'>AB-2010-066-BDC</a>	<a href='https://www.google.com/maps/place/53.5462055,-113.4912410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=53.5462055,-113.4912410&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2010-060-BDC	2010	Parcours d'étalonnage 300m du Bassin Olympic	300	m	Montreal	QC		Quebec	Montreal,Quebec	45.5031824	-73.5698065	PURPLE	<a href='https://www.acroad.ca/certificates/2010/QC-2010-060-BDC.pdf' target='_blank'>QC-2010-060-BDC</a>	<a href='https://www.google.com/maps/place/45.5031824,-73.5698065' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.5031824,-73.5698065&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2010-080-BDC	2010	Rue Paul Albert 300m Calibration Course	300	m	Blainville	QC		Quebec	Blainville,Quebec	45.6793200	-73.8761900	PURPLE	<a href='https://www.acroad.ca/certificates/2010/QC-2010-080-BDC.pdf' target='_blank'>QC-2010-080-BDC</a>	<a href='https://www.google.com/maps/place/45.6793200,-73.8761900' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.6793200,-73.8761900&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2010-009-BDC	2010	Sunshine Coast Highway Calibration Course	500	m	Halfmoon Bay	BC		British Columbia	Halfmoon Bay,British Columbia	49.5134025	-123.9095730	PURPLE	<a href='https://www.acroad.ca/certificates/2010/BC-2010-009-BDC.pdf' target='_blank'>BC-2010-009-BDC</a>	<a href='https://www.google.com/maps/place/49.5134025,-123.9095730' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.5134025,-123.9095730&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2010-003-BDC	2010	Tranquille Road 349.916m Calibration Course	349.916	m	Kamloops	BC		British Columbia	Kamloops,British Columbia	50.6758269	-120.3394150	PURPLE	<a href='https://www.acroad.ca/certificates/2010/BC-2010-003-BDC.pdf' target='_blank'>BC-2010-003-BDC</a>	<a href='https://www.google.com/maps/place/50.6758269,-120.3394150' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=50.6758269,-120.3394150&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2009-029-BDC	2009	28th Street South 300m Calibration Course	300	m	Lethbridge	AB		Alberta	Lethbridge,Alberta	49.6945782	-112.8331033	PURPLE	<a href='https://www.acroad.ca/certificates/2009/AB-2009-029-BDC.pdf' target='_blank'>AB-2009-029-BDC</a>	<a href='https://www.google.com/maps/place/49.6945782,-112.8331033' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.6945782,-112.8331033&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-120-BDC	2009	35th Line 300m Calibration Course	300	m	West Zorra Township	ON		Ontario	West Zorra Township,Ontario			PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-120-BDC.pdf' target='_blank'>ON-2009-120-BDC</a>				
QC-2009-137-BDC	2009	Avenue Arnaud 400m Calibration Course	400	m	Sept-Iles	QC		Quebec	Sept-Iles,Quebec	50.2109579	-66.3790642	PURPLE	<a href='https://www.acroad.ca/certificates/2009/QC-2009-137-BDC.pdf' target='_blank'>QC-2009-137-BDC</a>	<a href='https://www.google.com/maps/place/50.2109579,-66.3790642' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=50.2109579,-66.3790642&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2009-090-BDC	2009	Chemin St. Augustine 299.93m calibration course	299.93	m	Mandeville	QC		Quebec	Mandeville,Quebec	46.3591711	-73.3529273	PURPLE	<a href='https://www.acroad.ca/certificates/2009/QC-2009-090-BDC.pdf' target='_blank'>QC-2009-090-BDC</a>	<a href='https://www.google.com/maps/place/46.3591711,-73.3529273' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=46.3591711,-73.3529273&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2009-076-BDC	2009	Dallas Road 300m Calibration Course	300	m	Kamloops	BC		British Columbia	Kamloops,British Columbia	50.6758269	-120.3394150	PURPLE	<a href='https://www.acroad.ca/certificates/2009/BC-2009-076-BDC.pdf' target='_blank'>BC-2009-076-BDC</a>	<a href='https://www.google.com/maps/place/50.6758269,-120.3394150' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=50.6758269,-120.3394150&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-049-BDC	2009	Devonshire Place 300m Calibration Course	300	m	Toronto	ON		Ontario	Toronto,Ontario	43.6534817	-79.3839347	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-049-BDC.pdf' target='_blank'>ON-2009-049-BDC</a>	<a href='https://www.google.com/maps/place/43.6534817,-79.3839347' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.6534817,-79.3839347&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2009-129-BDC	2009	Goldfield Drive 300m Calibration Course	300	m	Gimli	MB		Manitoba	Gimli,Manitoba	50.6323125	-96.9881076	PURPLE	<a href='https://www.acroad.ca/certificates/2009/MB-2009-129-BDC.pdf' target='_blank'>MB-2009-129-BDC</a>	<a href='https://www.google.com/maps/place/50.6323125,-96.9881076' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=50.6323125,-96.9881076&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2009-083-BDC	2009	Gordon Drive 500m Calibration Course	500	m	Kelowna	BC		British Columbia	Kelowna,British Columbia	49.8879177	-119.4959020	PURPLE	<a href='https://www.acroad.ca/certificates/2009/BC-2009-083-BDC.pdf' target='_blank'>BC-2009-083-BDC</a>	<a href='https://www.google.com/maps/place/49.8879177,-119.4959020' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.8879177,-119.4959020&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-034-BDC	2009	Louisa St. 300m Calibration Course	300	m	Bayfield	ON		Ontario	Bayfield,Ontario	43.5609982	-81.6959031	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-034-BDC.pdf' target='_blank'>ON-2009-034-BDC</a>	<a href='https://www.google.com/maps/place/43.5609982,-81.6959031' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.5609982,-81.6959031&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-124-BDC	2009	Margaret St. 300m Calibration Course	300	m	Cambridge	ON		Ontario	Cambridge,Ontario	43.3600536	-80.3123023	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-124-BDC.pdf' target='_blank'>ON-2009-124-BDC</a>	<a href='https://www.google.com/maps/place/43.3600536,-80.3123023' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.3600536,-80.3123023&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-073-BDC	2009	Mary St. 300m Calibration Course	300	m	Niagara-on-the-lake	ON		Ontario	Niagara-on-the-lake,Ontario	43.2556116	-79.0723264	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-073-BDC.pdf' target='_blank'>ON-2009-073-BDC</a>	<a href='https://www.google.com/maps/place/43.2556116,-79.0723264' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.2556116,-79.0723264&travelmode=driving' target='_blank'>Driving directions to course</a>		
NL-2009-040-BDC	2009	Massey Drive 300m Calibration Course	300	m	Corner Brook	NL		Newfoundland and Labrador	Corner Brook,Newfoundland and Labrador	48.9531700	-57.9473880	PURPLE	<a href='https://www.acroad.ca/certificates/2009/NL-2009-040-BDC.pdf' target='_blank'>NL-2009-040-BDC</a>	<a href='https://www.google.com/maps/place/48.9531700,-57.9473880' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=48.9531700,-57.9473880&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2009-006-BDC	2009	Northern Road 300m Calibration Course	300	m	Vancouver	BC		British Columbia	Vancouver,British Columbia	49.2608724	-123.1139520	PURPLE	<a href='https://www.acroad.ca/certificates/2009/BC-2009-006-BDC.pdf' target='_blank'>BC-2009-006-BDC</a>	<a href='https://www.google.com/maps/place/49.2608724,-123.1139520' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.2608724,-123.1139520&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-007-BDC	2009	Ottawa River Parkway 299.93m Calibration Course	299.93	m	Ottawa	ON		Ontario	Ottawa,Ontario	45.4208777	-75.6901106	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-007-BDC.pdf' target='_blank'>ON-2009-007-BDC</a>	<a href='https://www.google.com/maps/place/45.4208777,-75.6901106' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.4208777,-75.6901106&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-064-BDC	2009	Pittock Dam 350m Calibration Course	350	m	Woodstock	ON		Ontario	Woodstock,Ontario	43.1301111	-80.7562977	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-064-BDC.pdf' target='_blank'>ON-2009-064-BDC</a>	<a href='https://www.google.com/maps/place/43.1301111,-80.7562977' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.1301111,-80.7562977&travelmode=driving' target='_blank'>Driving directions to course</a>		
NB-2009-068-BDC	2009	River Valley Drive 300m Calibration Course	300	m	Grand Bay-Westfield	NB		New Brunswick	Grand Bay-Westfield,New Brunswick	45.3221951	-66.2025166	PURPLE	<a href='https://www.acroad.ca/certificates/2009/NB-2009-068-BDC.pdf' target='_blank'>NB-2009-068-BDC</a>	<a href='https://www.google.com/maps/place/45.3221951,-66.2025166' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.3221951,-66.2025166&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2009-116-BDC	2009	Simpson St. E. 299.98m Calibration Course	299.98	m	Alma	ON		Ontario	Alma,Ontario	43.7301330	-80.5022187	PURPLE	<a href='https://www.acroad.ca/certificates/2009/ON-2009-116-BDC.pdf' target='_blank'>ON-2009-116-BDC</a>	<a href='https://www.google.com/maps/place/43.7301330,-80.5022187' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.7301330,-80.5022187&travelmode=driving' target='_blank'>Driving directions to course</a>		
NL-2009-035-BDC	2009	Sunset Drive 300m Calibration Course	300	m	Garnish	NL		Newfoundland and Labrador	Garnish,Newfoundland and Labrador	47.2320710	-55.3620262	PURPLE	<a href='https://www.acroad.ca/certificates/2009/NL-2009-035-BDC.pdf' target='_blank'>NL-2009-035-BDC</a>	<a href='https://www.google.com/maps/place/47.2320710,-55.3620262' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=47.2320710,-55.3620262&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2008-034-BDC	2008	113th Street 317.100m Calibration Course	317.100	m	Edmonton	AB		Alberta	Edmonton,Alberta	53.5462055	-113.4912410	PURPLE	<a href='https://www.acroad.ca/certificates/2008/AB-2008-034-BDC.pdf' target='_blank'>AB-2008-034-BDC</a>	<a href='https://www.google.com/maps/place/53.5462055,-113.4912410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=53.5462055,-113.4912410&travelmode=driving' target='_blank'>Driving directions to course</a>		
NS-2008-091-BDC	2008	Acadia St. 300m Calibration Course	300	m	Wolfville	NS		Nova Scotia	Wolfville,Nova Scotia	45.0914073	-64.3645102	PURPLE	<a href='https://www.acroad.ca/certificates/2008/NS-2008-091-BDC.pdf' target='_blank'>NS-2008-091-BDC</a>	<a href='https://www.google.com/maps/place/45.0914073,-64.3645102' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.0914073,-64.3645102&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2008-046-BDC	2008	Beaulac Street 300m Calibration Course	300	m	Saint-Laurent	QC		Quebec	Saint-Laurent,Quebec	45.5088774	-73.6875187	PURPLE	<a href='https://www.acroad.ca/certificates/2008/QC-2008-046-BDC.pdf' target='_blank'>QC-2008-046-BDC</a>	<a href='https://www.google.com/maps/place/45.5088774,-73.6875187' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.5088774,-73.6875187&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2008-032-BDC	2008	Brock St. 300m Calibration Course	300	m	Winnipeg	MB		Manitoba	Winnipeg,Manitoba	49.8955367	-97.1384584	PURPLE	<a href='https://www.acroad.ca/certificates/2008/MB-2008-032-BDC.pdf' target='_blank'>MB-2008-032-BDC</a>	<a href='https://www.google.com/maps/place/49.8955367,-97.1384584' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.8955367,-97.1384584&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2008-086-BDC	2008	Douglas Park Rd. 300m Calibration Course	300	m	Winnipeg	MB		Manitoba	Winnipeg,Manitoba	49.8955367	-97.1384584	PURPLE	<a href='https://www.acroad.ca/certificates/2008/MB-2008-086-BDC.pdf' target='_blank'>MB-2008-086-BDC</a>	<a href='https://www.google.com/maps/place/49.8955367,-97.1384584' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.8955367,-97.1384584&travelmode=driving' target='_blank'>Driving directions to course</a>		
SK-2008-038-BDC	2008	Gladston Ave. 300m Calibration Course	300	m	Yorkton	SK		Saskatchewan	Yorkton,Saskatchewan	51.2120450	-102.4612430	PURPLE	<a href='https://www.acroad.ca/certificates/2008/SK-2008-038-BDC.pdf' target='_blank'>SK-2008-038-BDC</a>	<a href='https://www.google.com/maps/place/51.2120450,-102.4612430' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=51.2120450,-102.4612430&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2008-037-BDC	2008	Gouin Boulevard W 300m Calibration Course	300	m	Pierrefonds	QC		Quebec	Pierrefonds,Quebec	45.4955083	-73.8471749	PURPLE	<a href='https://www.acroad.ca/certificates/2008/QC-2008-037-BDC.pdf' target='_blank'>QC-2008-037-BDC</a>	<a href='https://www.google.com/maps/place/45.4955083,-73.8471749' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.4955083,-73.8471749&travelmode=driving' target='_blank'>Driving directions to course</a>		
NB-2008-064-BDC	2008	Harbour Station 300m Calibration Course	300	m	Saint John	NB		New Brunswick	Saint John,New Brunswick	45.2787992	-66.0585188	PURPLE	<a href='https://www.acroad.ca/certificates/2008/NB-2008-064-BDC.pdf' target='_blank'>NB-2008-064-BDC</a>	<a href='https://www.google.com/maps/place/45.2787992,-66.0585188' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.2787992,-66.0585188&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2008-106-BDC	2008	Highway 61 - 1000m Calibration Course	1000	m	Skidegate	BC		British Columbia	Skidegate,British Columbia	53.2649437	-131.9933860	PURPLE	<a href='https://www.acroad.ca/certificates/2008/BC-2008-106-BDC.pdf' target='_blank'>BC-2008-106-BDC</a>	<a href='https://www.google.com/maps/place/53.2649437,-131.9933860' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=53.2649437,-131.9933860&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2008-001-BDC	2008	Hudson Bay Street 300m Calibration Course	300	m	Fort Langley	BC		British Columbia	Fort Langley,British Columbia	49.1691260	-122.5793628	PURPLE	<a href='https://www.acroad.ca/certificates/2008/BC-2008-001-BDC.pdf' target='_blank'>BC-2008-001-BDC</a>	<a href='https://www.google.com/maps/place/49.1691260,-122.5793628' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.1691260,-122.5793628&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2008-095-BDC	2008	McDougall Road NE 300m Calibration Course	300	m	Calgary	AB		Alberta	Calgary,Alberta	51.0456064	-114.0575410	PURPLE	<a href='https://www.acroad.ca/certificates/2008/AB-2008-095-BDC.pdf' target='_blank'>AB-2008-095-BDC</a>	<a href='https://www.google.com/maps/place/51.0456064,-114.0575410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=51.0456064,-114.0575410&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2008-020-BDC	2008	Meadowbrooke Drive 300m Calibration Course	300	m	Ancaster	ON		Ontario	Ancaster,Ontario	43.2256930	-79.9766920	PURPLE	<a href='https://www.acroad.ca/certificates/2008/ON-2008-020-BDC.pdf' target='_blank'>ON-2008-020-BDC</a>	<a href='https://www.google.com/maps/place/43.2256930,-79.9766920' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.2256930,-79.9766920&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2008-011-BDC	2008	Monfortains Rd. 300m Calibration Course	300	m	Drummondville	QC		Quebec	Drummondville,Quebec	45.8864303	-72.5018764	PURPLE	<a href='https://www.acroad.ca/certificates/2008/QC-2008-011-BDC.pdf' target='_blank'>QC-2008-011-BDC</a>	<a href='https://www.google.com/maps/place/45.8864303,-72.5018764' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.8864303,-72.5018764&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2008-083-BDC	2008	Old Montreal Street 300m Calibration Course	300	m	Ottawa	ON		Ontario	Ottawa,Ontario	45.4208777	-75.6901106	PURPLE	<a href='https://www.acroad.ca/certificates/2008/ON-2008-083-BDC.pdf' target='_blank'>ON-2008-083-BDC</a>	<a href='https://www.google.com/maps/place/45.4208777,-75.6901106' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.4208777,-75.6901106&travelmode=driving' target='_blank'>Driving directions to course</a>		
NL-2008-079-BDC	2008	Ottawa Ave. 500m Calibration Course	500	m	Happy Valley-Goose Bay	NL		Newfoundland and Labrador	Happy Valley-Goose Bay,Newfoundland and Labrador	53.2964352	-60.3111895	PURPLE	<a href='https://www.acroad.ca/certificates/2008/NL-2008-079-BDC.pdf' target='_blank'>NL-2008-079-BDC</a>	<a href='https://www.google.com/maps/place/53.2964352,-60.3111895' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=53.2964352,-60.3111895&travelmode=driving' target='_blank'>Driving directions to course</a>		
